data_source,source_row_id,customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
synthetic,1606,SYN_001606,775.1872398592185,Spain,Male,64.86279963215102,4.777869061984647,0.0,2.0,0.0,1.0,46876.30739393901,0
synthetic,1607,SYN_001607,649.6520070246266,Spain,Male,34.43279527456951,2.9401541534568914,123119.6181223862,1.0,1.0,1.0,25695.711776465992,0
synthetic,1608,SYN_001608,648.3200878944987,Spain,Female,37.38328225145926,2.0,0.0,2.0,1.0,1.0,162688.72700234706,0
synthetic,1609,SYN_001609,582.5604943755244,Germany,Male,36.59385364147926,2.836512372216338,118759.21405323636,2.0,0.0,0.0,57154.48700807969,0
synthetic,1610,SYN_001610,718.7619243614519,Germany,Female,25.580518090689093,0.3003579637575493,145970.44309114365,1.0,0.0,0.0,183534.4277957917,0
synthetic,1611,SYN_001611,699.8702506752401,Spain,Male,26.182136854854754,5.0,95394.94526623601,1.0,0.0,1.0,72691.16813717573,0
synthetic,1612,SYN_001612,760.03511622263,Spain,Female,41.964793777002996,7.0,0.0,2.0,1.0,1.0,149084.43628868673,0
synthetic,1613,SYN_001613,675.5536130361213,Germany,Male,45.166930211414254,1.7115547371266802,142905.0859465117,2.0,0.0,1.0,17126.637411927455,0
synthetic,1614,SYN_001614,640.4110932460968,France,Male,31.746023924592823,2.0,0.0,2.0,0.0,1.0,86938.53301581145,0
synthetic,1615,SYN_001615,680.1131495583629,Germany,Female,21.0,6.99169431360254,88424.99839608224,1.0,1.0,1.0,166737.21395345178,0
synthetic,1616,SYN_001616,710.4629704950455,France,Male,31.51175497114991,8.003679522150875,0.0,2.0,1.0,1.0,121290.03201661394,0
synthetic,1617,SYN_001617,629.4255431591035,Germany,Male,38.057323416661994,6.065529539779622,108134.94421635862,2.0,1.0,0.0,144740.4547204772,1
synthetic,1618,SYN_001618,681.9014567399097,France,Female,35.9968304363876,1.0,81489.15901362002,2.0,0.0,0.0,165454.76959193175,0
synthetic,1619,SYN_001619,619.9067414991757,France,Male,31.024429628336293,1.1274743207351579,0.0,2.0,1.0,0.0,3305.86391874362,0
synthetic,1620,SYN_001620,593.7376308750988,France,Male,28.66985889677214,6.604290605028802,0.0,2.308696271020966,1.0,1.0,185619.74211433082,0
synthetic,1621,SYN_001621,662.5799324125165,France,Male,48.369975455155796,1.388934162188567,0.0,1.0,1.0,0.0,137647.39018657102,1
synthetic,1622,SYN_001622,567.0705606637555,Spain,Female,37.21515945045043,4.079225661910101,110222.2352837342,1.0,1.0,0.0,66475.2073650881,0
synthetic,1623,SYN_001623,521.0,Germany,Female,59.219613936010944,0.18638133323337236,124142.93715504429,1.0,1.0,1.0,109074.44559797902,1
synthetic,1624,SYN_001624,780.2597623677622,France,Male,39.89540226259421,3.0,138493.17920507427,1.0,0.0,0.0,88353.43605155373,1
synthetic,1625,SYN_001625,637.2385091515267,France,Female,33.55212034276835,3.0,0.0,2.0,1.0,1.0,43955.54786215527,0
synthetic,1626,SYN_001626,735.553847934559,Germany,Female,35.400342927229474,6.58573097068972,140943.74410917086,1.0,1.0,0.0,42799.73538689376,0
synthetic,1627,SYN_001627,717.9990291717663,Spain,Male,49.43942211081709,7.453646304355477,0.0,1.0,0.0,1.0,2690.57173011158,0
synthetic,1628,SYN_001628,730.5428020170095,Spain,Male,34.4584267211419,8.820485599211988,0.0,2.0,1.0,0.0,50820.77745192913,0
synthetic,1629,SYN_001629,456.12013849562993,Spain,Male,27.7991823780494,9.0,68432.83959551023,1.841067617466702,0.0,1.0,194698.80338547868,0
synthetic,1630,SYN_001630,719.2837493784,Germany,Male,40.60747799611875,9.0,115089.00431381864,2.0,0.0,0.0,157981.50656070883,1
synthetic,1631,SYN_001631,797.7269705664216,France,Male,48.5269152603312,9.0,132777.52273429692,1.0,0.0,0.0,119180.4293079882,0
synthetic,1632,SYN_001632,712.9767330502672,France,Female,31.242965673449156,1.0432815516597076,106636.62019842514,2.0,1.0,1.0,149023.06738562338,0
synthetic,1633,SYN_001633,598.3743562094215,France,Female,36.9127875041799,3.5918057537044135,133553.4025868537,1.0,0.0,0.0,157285.36623011762,0
synthetic,1634,SYN_001634,605.0036542910979,France,Male,28.02225306322711,8.816709783928843,0.0,2.0,1.0,1.0,158875.1777073907,0
synthetic,1635,SYN_001635,850.0,France,Male,34.0,1.8183867515792458,92912.77172321411,1.0,1.0,1.0,121740.77328189471,0
synthetic,1636,SYN_001636,677.4921532291634,Spain,Male,33.52978968598193,10.0,136730.1086159667,1.0,1.0,0.0,145837.6706587409,0
synthetic,1637,SYN_001637,542.3135012063434,Germany,Female,44.58960063670321,4.652270132231715,133124.1078715267,2.0,1.0,1.0,93149.08478663083,1
synthetic,1638,SYN_001638,704.6594710503113,France,Female,51.9288191937719,8.166582244447332,78289.64204525044,1.0,1.0,1.0,73024.22104595165,0
synthetic,1639,SYN_001639,758.4962180534142,France,Male,39.15287965769922,1.0,0.0,2.0,1.0,0.0,53283.946206261666,0
synthetic,1640,SYN_001640,637.2660951336327,Spain,Male,39.79437032085653,7.731131595635461,0.0,2.0,0.0,1.0,134373.75147937794,0
synthetic,1641,SYN_001641,696.0732732126636,France,Female,39.55861808680495,4.088730596639916,112108.38013028959,1.0,0.0,1.0,141170.1546055796,1
synthetic,1642,SYN_001642,635.3637157484177,Spain,Female,55.99852673027979,7.0,0.0,2.0,1.0,1.0,41370.39453345917,0
synthetic,1643,SYN_001643,643.2015748010326,France,Male,41.05367342678311,8.387678531697855,0.0,2.0,0.0,1.0,82821.80790108244,0
synthetic,1644,SYN_001644,712.5205065365358,Germany,Male,43.563202790470534,6.111753297132395,107359.3344629418,2.0,1.0,1.0,36952.41247122899,0
synthetic,1645,SYN_001645,746.1618114649207,Spain,Female,46.86156472462981,9.0,103021.65576859732,1.0,1.0,0.0,72015.06808539145,0
synthetic,1646,SYN_001646,791.6551752181149,France,Male,72.0,4.442424548245139,0.0,2.0,1.0,1.0,79992.67463203639,0
synthetic,1647,SYN_001647,751.2817335867169,France,Female,38.0,2.5539467233876563,0.0,2.0,0.0,0.0,5541.595115016811,0
synthetic,1648,SYN_001648,692.3262093472373,France,Female,33.301526444577476,6.883889939260357,0.0,2.0,0.0,1.0,159721.7939155951,0
synthetic,1649,SYN_001649,551.5456060094559,France,Female,46.042517728986574,5.339812749968136,0.0,1.0,1.0,1.0,122582.6830810404,1
synthetic,1650,SYN_001650,624.8141654466084,Spain,Female,46.01727726831823,4.529081360915867,98114.07528292424,1.0,1.0,1.0,49666.064764701056,0
synthetic,1651,SYN_001651,621.7890035776298,France,Female,70.22732066806876,8.0,0.0,2.0,1.0,1.0,167939.6236348555,0
synthetic,1652,SYN_001652,578.6401833611872,Germany,Male,50.48926954405886,8.633791113581474,120333.29656222125,1.0,1.0,0.0,102360.43136508274,1
synthetic,1653,SYN_001653,730.5204185803118,Spain,Male,68.99207145674535,3.069431909490252,0.0,2.0,1.0,1.0,139868.94717297464,0
synthetic,1654,SYN_001654,705.7538110183266,France,Male,34.26262697224288,5.183516017855478,174674.88277788798,1.0,0.0,0.0,68775.20660305259,0
synthetic,1655,SYN_001655,687.6961710597398,France,Female,41.472314625810476,7.5396799104493075,126060.46950281723,2.0,1.0,0.0,78376.37019460456,1
synthetic,1656,SYN_001656,627.6887388585507,France,Male,25.266095897389594,2.84195024252412,0.0,2.0,1.0,0.0,81270.83608081004,0
synthetic,1657,SYN_001657,669.0445634435149,France,Male,36.61387104439368,5.532843857356237,113517.51550169077,2.0,1.0,0.0,31713.768811948394,0
synthetic,1658,SYN_001658,708.608086239665,Germany,Male,28.89826740983066,1.0,144811.0671397961,2.0,1.0,0.0,52542.92553833271,0
synthetic,1659,SYN_001659,648.0763978102793,France,Male,31.404519156957065,4.364033990814067,0.0,2.0,1.0,0.0,138322.11526048311,0
synthetic,1660,SYN_001660,596.575529145128,France,Male,65.37344532404114,6.528020454971006,0.0,2.0,1.0,1.0,144672.65156103918,0
synthetic,1661,SYN_001661,627.0456391225968,Germany,Male,50.866080904625775,2.537648437253017,87102.02367601114,2.8335092589366377,0.0,1.0,169579.93291426607,0
synthetic,1662,SYN_001662,777.7394640667574,France,Male,51.489674103227024,8.395814601281607,127320.46914870702,1.0,1.0,1.0,86663.17278194932,0
synthetic,1663,SYN_001663,603.9056763894785,Germany,Female,47.51202422669655,5.761176053396454,121708.66806087163,1.0,0.0,1.0,16035.947304812886,0
synthetic,1664,SYN_001664,706.0761688242715,France,Female,27.3117989239706,8.438589632735688,0.0,1.0,0.0,0.0,134017.57110907426,1
synthetic,1665,SYN_001665,736.1283705457099,Spain,Female,29.180641789899482,0.8673230507879133,185967.98540000003,1.0,1.0,1.0,116888.5298743049,0
synthetic,1666,SYN_001666,627.5076109465118,Germany,Female,45.89951476803299,4.715474806372544,75944.91390313873,1.0,1.0,0.0,98423.606403196,0
synthetic,1667,SYN_001667,537.4168820639286,France,Male,44.96454414729452,2.529174560665496,137783.37789474468,1.0,1.0,0.0,71216.45665754571,0
synthetic,1668,SYN_001668,583.7667403440128,France,Female,29.76084250101307,2.235869030278297,110892.81265988381,1.0,1.0,0.0,89731.70455933429,0
synthetic,1669,SYN_001669,513.7048099217958,France,Male,25.10363668205012,7.0,101635.23885555667,1.0,1.0,1.0,9347.329638760712,0
synthetic,1670,SYN_001670,666.6957056514609,Germany,Female,50.687563453096374,5.0,109847.7245894253,2.017718231189466,1.0,0.0,169084.61695690214,1
synthetic,1671,SYN_001671,768.30350227825,Germany,Male,44.6218808995506,3.0,83363.75497448556,2.0,1.0,0.0,126827.0439680765,0
synthetic,1672,SYN_001672,547.8609191027641,Germany,Male,46.66613905827887,3.2588850378722776,122159.09669439917,1.0,1.0,0.0,161714.5745858309,1
synthetic,1673,SYN_001673,588.519715241016,France,Male,36.5152172965788,5.87483000584976,0.0,2.0,0.0,1.0,39111.97325062261,0
synthetic,1674,SYN_001674,693.0514725885337,France,Female,36.76056964558858,10.0,130937.15072774565,1.0,1.0,1.0,45520.32035136209,0
synthetic,1675,SYN_001675,639.2990902641747,Spain,Male,37.17379193297383,3.0,139074.85877660115,1.0,0.0,0.0,114932.35884058115,0
synthetic,1676,SYN_001676,631.7856217994449,Germany,Female,44.7034395258722,2.0,133575.375818109,2.0,0.0,1.0,43100.498586714995,0
synthetic,1677,SYN_001677,494.3734545106814,France,Female,72.0,1.4764407701351097,0.0,1.0,1.0,0.0,107867.24589349577,1
synthetic,1678,SYN_001678,663.1078888027608,France,Male,37.5522134501328,8.503087511921276,0.0,2.0,1.0,1.0,137450.43946126648,0
synthetic,1679,SYN_001679,687.4759298755739,Germany,Female,35.93625107564024,2.6615723905948445,162022.22551277207,2.0,0.0,0.0,152905.26754315427,0
synthetic,1680,SYN_001680,587.3920817179537,Germany,Male,37.64579099248206,5.0,137725.7541731504,2.0,1.0,0.0,168348.84805533948,0
synthetic,1681,SYN_001681,630.5606152699361,France,Male,35.28064103591171,2.521506082698276,120657.78424001395,1.0,0.0,1.0,111195.43894298925,0
synthetic,1682,SYN_001682,614.4946326714793,Spain,Male,37.04837237939998,0.0,130860.28760285047,1.0,0.0,1.0,156619.58482526423,0
synthetic,1683,SYN_001683,454.98045922376707,France,Female,34.85509362689851,4.05179286276452,113801.51438662734,2.0,1.0,0.0,153400.7376387067,0
synthetic,1684,SYN_001684,590.6201326381421,France,Female,64.0,9.53179395770649,16454.094520836807,1.0,0.7511801379936852,1.0,31838.796856572313,0
synthetic,1685,SYN_001685,616.3648421783513,Spain,Male,38.99749132415212,7.993210776619905,0.0,2.0,1.0,0.0,25466.884072095534,0
synthetic,1686,SYN_001686,762.0594757920919,France,Male,31.83666055846778,9.348683815549547,65037.739989574344,2.0,0.0,0.0,185955.2631411457,0
synthetic,1687,SYN_001687,714.5477427071227,France,Female,40.64355666296977,3.0,89031.26534190534,1.0,1.0,1.0,103517.30693839489,0
synthetic,1688,SYN_001688,607.7214045633012,France,Female,42.538743862730364,4.347643188963575,77952.71838253782,1.0,1.0,0.0,148640.0440224588,1
synthetic,1689,SYN_001689,701.6236932790878,France,Female,39.34104979834868,7.0,118830.3147742965,1.0,0.0,0.0,51684.14160638816,0
synthetic,1690,SYN_001690,597.048657342438,France,Female,22.905773068113522,3.2727420558257685,104284.78456422061,1.0,0.0,0.0,22592.958011731767,1
synthetic,1691,SYN_001691,633.6318034068527,France,Female,35.91555320723375,7.523597057886601,0.0,1.0,0.0,0.0,143241.1154328556,0
synthetic,1692,SYN_001692,733.0,France,Female,38.85828940340921,5.500305286404147,160688.88990836556,1.0,0.0,1.0,193927.48151323633,1
synthetic,1693,SYN_001693,688.1408508009814,Spain,Male,27.64208465872921,1.252885143542553,0.0,2.0,1.0,1.0,11332.016256824412,0
synthetic,1694,SYN_001694,513.7111631830488,France,Female,32.0,8.890264078125677,0.0,2.0,1.0,1.0,67282.28389382164,0
synthetic,1695,SYN_001695,616.8250331348942,France,Female,41.28787260652964,4.629637770147288,145584.0157530983,1.0,1.0,1.0,44198.75230517492,0
synthetic,1696,SYN_001696,790.8520827424495,France,Female,57.61309901102142,9.935193965282282,0.0,3.0,1.0,1.0,59720.70170426096,1
synthetic,1697,SYN_001697,700.687955151032,France,Male,43.01721534839955,2.7223414922304685,0.0,2.0,1.0,1.0,37787.678898913604,0
synthetic,1698,SYN_001698,605.5656909577069,France,Male,31.273231848759462,6.53518751621238,0.0,2.0,1.0,1.0,45968.817170799164,0
synthetic,1699,SYN_001699,675.2995461379745,France,Female,36.62826357642117,5.578690444396898,91247.15044469052,1.0,1.0,1.0,66132.86499563773,0
synthetic,1700,SYN_001700,544.5286845315051,France,Male,39.91005410475207,0.06196237145082151,112802.45639055327,1.0,1.0,1.0,136918.72431946473,1
synthetic,1701,SYN_001701,632.6471614535908,France,Male,30.240339025956803,8.444683212060028,135469.15740418652,1.0,0.0,1.0,187974.13340978048,0
synthetic,1702,SYN_001702,779.544975960295,Germany,Male,38.01027280351355,6.98166105255243,117191.36646247434,2.0,1.0,0.0,155092.68291908,0
synthetic,1703,SYN_001703,705.8061854733801,Germany,Female,47.91586148024312,10.0,115795.04413062526,1.0,1.0,0.0,142805.5489440491,1
synthetic,1704,SYN_001704,664.1771320616099,Germany,Female,38.007493848138125,5.786740553162614,123737.24758500786,1.0,0.0,0.0,47223.03745484409,0
synthetic,1705,SYN_001705,692.2820545900456,France,Female,43.905824519985906,8.687293042803752,86097.53184045281,1.0,0.0,0.0,31808.7898757379,0
synthetic,1706,SYN_001706,604.446634584972,France,Male,35.5341401115801,4.29364208870449,95085.96504556095,1.0,1.0,1.0,29781.454733256338,0
synthetic,1707,SYN_001707,514.1556384355933,France,Male,37.63214343261961,4.0,148265.59710399306,2.0,0.0,0.0,34777.584727863876,0
synthetic,1708,SYN_001708,682.8633139430688,Spain,Female,30.22921552530097,2.2523067986891063,146876.88030598446,1.0,0.0,1.0,118907.86185734544,0
synthetic,1709,SYN_001709,661.5797198392646,France,Female,29.58182439396458,8.142928153875378,103855.8875592326,1.0,1.0,1.0,11988.59203014482,0
synthetic,1710,SYN_001710,806.201565696929,France,Female,34.48901689127469,1.0,0.0,1.0,0.0,0.0,114980.09620121997,0
synthetic,1711,SYN_001711,547.8265373911963,France,Male,40.63385561806449,1.2342906764552781,55697.60192853868,2.0,1.0,1.0,130650.89848748833,0
synthetic,1712,SYN_001712,546.995059733533,Germany,Male,31.45414882013966,7.549445482131507,137590.58434595712,1.0,0.0,0.0,87232.55784612773,1
synthetic,1713,SYN_001713,643.0501371518277,France,Female,60.31874621405898,1.0,132867.635543614,1.0,1.0,0.0,129093.88909478957,1
synthetic,1714,SYN_001714,621.3556992071939,Germany,Female,29.677000017716473,3.595228823944029,156470.4542266765,1.0,0.0,1.0,116068.45735272882,0
synthetic,1715,SYN_001715,819.6036916894981,Germany,Male,43.14791506820498,7.523768658571198,131976.50031249475,1.0,1.0,1.0,77440.80138453312,0
synthetic,1716,SYN_001716,715.5528150382696,Spain,Male,44.0307102310721,6.0,115960.45570537193,1.0,1.0,0.0,159371.2374413648,0
synthetic,1717,SYN_001717,558.357260872839,Spain,Male,41.25307204277327,7.0,143769.9554480792,1.0,1.0,1.0,83919.93339487878,0
synthetic,1718,SYN_001718,580.9106701384866,Germany,Male,47.3221321517118,4.698271457281969,128861.4328846015,1.0,1.0,0.0,161051.37896953034,1
synthetic,1719,SYN_001719,579.9409967714498,Spain,Female,42.87870942107185,3.437771866606125,0.0,2.0,1.0,1.0,17419.629365792614,0
synthetic,1720,SYN_001720,553.4175578213662,France,Male,41.96916060656204,9.388306911330707,0.0,3.0,1.0,0.0,170486.80846443772,1
synthetic,1721,SYN_001721,812.6273747434968,France,Female,41.771463808936176,6.0391134786482015,0.0,2.0,1.0,1.0,189517.62428868943,0
synthetic,1722,SYN_001722,652.634420729754,France,Female,29.768446031649482,7.103384348144537,131606.87075471142,1.0,1.0,1.0,157212.09776935432,0
synthetic,1723,SYN_001723,750.0762740111785,Germany,Male,33.79516477559186,4.142395799998206,154253.25882594538,1.0,0.0,0.0,12196.150506621765,1
synthetic,1724,SYN_001724,769.4050550782581,Germany,Female,30.0,6.936791547143491,114642.21988291042,1.0,1.0,1.0,71218.3351642406,0
synthetic,1725,SYN_001725,765.3502470508855,France,Female,67.7662160363101,0.5015363568585434,0.0,2.0,1.0,1.0,169405.67480060156,0
synthetic,1726,SYN_001726,694.2748142090054,France,Female,42.0,7.793073127744151,124272.84866867549,1.0,0.0,0.0,33321.86712009813,0
synthetic,1727,SYN_001727,678.9112635289658,Spain,Male,37.842821196997605,6.226218260157826,102073.98681302511,1.0,1.0,1.0,77233.28618805237,0
synthetic,1728,SYN_001728,647.5428424216383,France,Male,59.54672047675774,2.6151281125555177,33932.72394531662,2.0,1.0,1.0,122417.4802592335,0
synthetic,1729,SYN_001729,648.1768145859015,Germany,Male,36.83524566416224,1.3280391387157913,156141.86555164412,2.0,1.0,1.0,53236.804657049266,0
synthetic,1730,SYN_001730,731.4180808722911,France,Female,35.973812247934156,7.867804174673281,0.0,2.0,1.0,1.0,69716.19548214442,0
synthetic,1731,SYN_001731,651.3068428584526,Germany,Female,36.97751947889241,3.8745268254961256,132794.12108791308,1.0,0.0,0.0,49765.49338160552,1
synthetic,1732,SYN_001732,677.9504294303275,France,Male,33.509625664854646,9.0,0.0,2.0,1.0,1.0,107566.535378698,0
synthetic,1733,SYN_001733,612.5818736790854,Germany,Male,72.0,6.680012943360467,104663.11826903332,1.0,1.0,1.0,186647.4316959067,0
synthetic,1734,SYN_001734,541.4293618995392,Spain,Male,46.1865230728619,4.302685479791737,0.0,1.0,0.0,1.0,117963.29778953077,1
synthetic,1735,SYN_001735,591.0737405781302,France,Female,35.56669574417492,4.392434745105392,96749.42040888112,1.0,0.0,1.0,197419.05454273502,0
synthetic,1736,SYN_001736,661.6564313912452,Spain,Male,24.247485607863595,4.023106181818359,0.0,2.0,1.0,1.0,35625.885075508864,0
synthetic,1737,SYN_001737,662.7936672841712,France,Male,44.12249024335186,1.6595769165793905,0.0,2.0,1.0,1.0,159559.2745798276,0
synthetic,1738,SYN_001738,586.2165746469295,Germany,Male,34.816222544024086,4.78284736039238,113913.93410854292,1.0,1.0,1.0,46368.562500226086,0
synthetic,1739,SYN_001739,726.4167278000542,Germany,Female,31.150373630305605,0.8705318859467903,126226.42459809795,1.0,1.0,1.0,75044.43807899862,0
synthetic,1740,SYN_001740,604.9287686792977,Spain,Female,39.29898454579832,8.0,75142.54751578445,1.0,1.0,0.0,63649.15918000173,0
synthetic,1741,SYN_001741,670.4394684576076,France,Male,31.927417606561615,7.897091002988303,178884.2991566659,2.0,1.0,0.0,83477.50820183475,0
synthetic,1742,SYN_001742,606.1521461206897,Spain,Male,44.073595447067724,5.5354714804769225,64016.35094432508,1.0,1.0,0.0,184823.06417281585,1
synthetic,1743,SYN_001743,596.9548474649125,France,Male,26.020599298108642,8.555297518200948,0.0,2.0,0.0,1.0,41508.1261533843,0
synthetic,1744,SYN_001744,647.9943951492354,France,Male,72.0,7.158178184839601,0.0,2.0,0.0,1.0,27118.531549326566,0
synthetic,1745,SYN_001745,632.2391625889552,France,Male,50.31905726047574,2.3955163051622583,0.0,1.0,1.0,0.0,133999.5853790852,1
synthetic,1746,SYN_001746,763.6717655797812,Spain,Male,31.17114623725458,3.3765845545185025,138798.93953039031,1.0,0.0,1.0,194802.71256107528,1
synthetic,1747,SYN_001747,570.9892873329156,Germany,Female,23.38252359215553,7.671817423654135,87166.47921919219,1.0,1.0,0.0,106939.07468050528,0
synthetic,1748,SYN_001748,746.5100810130133,Spain,Male,51.63849256951993,3.597281558419171,0.0,1.0,1.0,1.0,47565.158661012174,0
synthetic,1749,SYN_001749,715.1546156700724,Spain,Male,48.47571568958717,7.877233557238691,25470.2929590098,2.0,1.0,0.0,192727.66695465136,0
synthetic,1750,SYN_001750,584.9894772298392,France,Male,43.41270527514141,6.2677214435772495,0.0,2.0,1.0,1.0,91474.87173310324,0
synthetic,1751,SYN_001751,664.0781110189154,France,Female,41.39672111761854,8.16773223244618,144352.75091844052,1.0,1.0,1.0,144022.03538075104,0
synthetic,1752,SYN_001752,725.3332645020737,Spain,Female,38.36455472068388,7.9776122053210745,61615.84553873759,3.0,0.0,1.0,130282.94087514312,1
synthetic,1753,SYN_001753,850.0,France,Male,49.72952406531743,8.144421657332165,127502.70758825843,1.0,1.0,0.0,67758.12728569553,0
synthetic,1754,SYN_001754,656.0994475670028,Germany,Female,72.0,9.557937196631716,78479.2392461647,2.0,0.0,1.0,50154.05746937653,0
synthetic,1755,SYN_001755,498.24650288213786,France,Female,28.08233754601902,7.0,0.0,2.0,1.0,0.0,162503.18753668468,0
synthetic,1756,SYN_001756,652.1820432013295,France,Male,42.261518263081086,5.785562658903219,94473.71595356431,1.0,0.0,1.0,186762.77542407246,0
synthetic,1757,SYN_001757,524.5268451223327,France,Female,46.70212800866176,8.467686068578145,134198.40939889435,1.0,1.0,0.0,57479.3668824502,0
synthetic,1758,SYN_001758,662.7993868742046,Spain,Female,43.60295803060934,1.0,0.0,2.0,1.0,0.0,37642.29665170655,1
synthetic,1759,SYN_001759,610.8700115427431,France,Male,32.1056013694986,6.0,0.0,2.0,1.0,1.0,163492.37479287427,0
synthetic,1760,SYN_001760,541.2050504488934,Spain,Female,43.30942603339583,5.190090145943172,0.0,2.3367818745491737,0.0,0.0,4226.226393717254,0
synthetic,1761,SYN_001761,798.9233366931118,France,Male,62.46285978771391,0.7230308995038293,0.0,2.0,0.0,1.0,18913.532413373396,0
synthetic,1762,SYN_001762,698.0439143362963,Spain,Male,38.14618708290074,9.80357386438214,93782.79660551791,1.0,1.0,1.0,109921.85966505193,0
synthetic,1763,SYN_001763,567.8222765254457,Germany,Male,70.44849850238748,2.004096369527887,100247.7603685824,1.0,1.0,1.0,51168.13393475184,0
synthetic,1764,SYN_001764,682.8820825349313,France,Female,32.414671940682666,6.334775309632184,74786.42378995707,1.0,1.0,1.0,54157.9473917668,0
synthetic,1765,SYN_001765,596.2336863081767,France,Female,33.47883701759403,7.541168455020706,117191.75265921652,1.0,0.0,0.0,14842.646357212332,0
synthetic,1766,SYN_001766,642.527298737664,Spain,Male,47.817058601512734,8.0,0.0,2.0,1.0,0.0,161999.86765575496,0
synthetic,1767,SYN_001767,592.8902777584872,Germany,Male,23.655317918897644,6.198807692356144,183012.86254600086,1.0,1.0,0.0,118880.79940283162,0
synthetic,1768,SYN_001768,625.8224272155975,Germany,Male,40.60193655834335,1.9912865754858644,148035.21419700736,2.0,1.0,0.0,74045.86140073228,0
synthetic,1769,SYN_001769,619.3876077417908,France,Female,21.525182852839244,5.012684615235032,127156.23398520824,1.0,0.0,0.0,36374.36313713093,0
synthetic,1770,SYN_001770,847.3858484445774,France,Female,34.80494998479868,7.834149548121912,106008.8928931416,1.0,1.0,0.0,31438.066803874754,0
synthetic,1771,SYN_001771,585.8544467722177,Spain,Female,62.647376096537144,0.878823194073818,0.0,2.0,0.0,1.0,104620.15787681245,0
synthetic,1772,SYN_001772,575.2156067749053,Spain,Female,37.03220481511596,7.3716627709859335,90208.21517292116,1.0,1.0,0.0,78314.02733704026,1
synthetic,1773,SYN_001773,588.6236710987296,Germany,Female,37.73935294258537,0.7798880602861598,112270.17019973253,2.0,1.0,1.0,162457.30182582716,0
synthetic,1774,SYN_001774,579.097685554753,Spain,Male,57.98765316685417,2.414510518714725,0.0,1.0,1.0,1.0,96047.61117358306,0
synthetic,1775,SYN_001775,767.9411313119605,Spain,Male,36.267614474659965,9.0,0.0,1.0,1.0,1.0,43751.077894229595,0
synthetic,1776,SYN_001776,740.7063391083484,Spain,Female,27.230263662759995,0.5667192577926574,96518.80319015667,1.0,0.0,0.0,31987.909444366596,0
synthetic,1777,SYN_001777,432.0,Germany,Female,44.826471002257215,2.5142038127903406,90850.10843769864,2.0,1.0,0.0,90892.4353450608,1
synthetic,1778,SYN_001778,664.9861759019657,Spain,Female,29.190218185233306,5.856695812019444,0.0,2.0,1.0,1.0,153257.85295168884,0
synthetic,1779,SYN_001779,643.0123229381555,Spain,Female,34.13667454608113,4.6693213244229765,87141.06641181262,1.0,1.0,1.0,182601.14243179193,0
synthetic,1780,SYN_001780,700.4039856937031,France,Male,37.0,2.245411569627919,0.0,2.0,1.0,1.0,103124.78468100843,0
synthetic,1781,SYN_001781,535.3156765252686,Spain,Female,38.97910587219916,5.490788868044102,0.0,2.0,1.0,1.0,13436.773497023198,0
synthetic,1782,SYN_001782,641.783766385273,Germany,Female,45.86883746992772,5.317514026121233,99905.51125797957,1.0,1.0,0.0,198069.7345,0
synthetic,1783,SYN_001783,778.235692959496,Germany,Female,49.0339209485358,1.7251764310290252,111338.6258319245,3.0,0.0,0.0,174173.86475958087,1
synthetic,1784,SYN_001784,661.7874770135253,Spain,Male,59.04773757775369,6.07189278436467,85408.36062455231,1.0,1.0,1.0,117484.71620279324,0
synthetic,1785,SYN_001785,562.345058378314,Spain,Female,39.83970114058226,9.810094593905726,154685.15911918244,1.0,1.0,1.0,78771.60878800847,0
synthetic,1786,SYN_001786,602.271278315868,France,Male,36.25341364228449,6.545806292754715,143623.39484743218,2.0,1.0,1.0,150599.3658001857,0
synthetic,1787,SYN_001787,525.6279226161198,Spain,Male,45.61397639574312,3.0,137643.2131701721,1.0,1.0,1.0,122943.61697551803,0
synthetic,1788,SYN_001788,651.0148091049464,Germany,Male,39.627367551511156,7.0,95801.98031626082,1.0,1.0,0.0,170250.26557177532,1
synthetic,1789,SYN_001789,638.1946452102807,Germany,Female,35.091147635163516,0.0,146090.0148499879,1.0,1.0,0.0,160329.3459828536,0
synthetic,1790,SYN_001790,617.8195641685601,France,Male,39.0,5.0,0.0,2.0,0.0,1.0,31769.241665268084,0
synthetic,1791,SYN_001791,686.1581914623306,Spain,Female,38.18439645092185,7.06123334491299,137278.780762873,1.0,1.0,0.0,184577.09282410395,0
synthetic,1792,SYN_001792,685.4582943383081,France,Male,29.924088267077536,5.255390339125796,139189.98734961555,2.0,1.0,0.0,50218.52688635727,0
synthetic,1793,SYN_001793,678.888905140781,France,Female,39.34107319389351,9.0,121708.19266292661,1.0,1.0,0.0,130912.73396048085,0
synthetic,1794,SYN_001794,633.3976381177973,France,Male,42.0,2.4397446796057936,139228.3338403695,1.0,1.0,0.0,99373.20184279043,0
synthetic,1795,SYN_001795,678.1788002086889,France,Male,29.603356921840653,1.6448209687707176,37170.54363531515,1.0,1.0,1.0,137131.0116823429,0
synthetic,1796,SYN_001796,762.3904310406186,Germany,Male,26.442787832889138,5.153650418330394,130533.87159929128,2.0,1.0,0.0,107194.78715244363,0
synthetic,1797,SYN_001797,672.9269875102043,France,Male,33.0,8.536421861168428,142831.6112220735,1.0,1.0,0.0,59104.45475559044,0
